Test Dir,Fail Reason,Disass,Diff,Assignee
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00018,value mismatch on ld,"```
00000000800007fe <i00000000e4>:
    800007fe:	7522                	ld	a0,40(sp)
```","```
spike.dump:
3 0x00000000800007fe (0x00007522) x10 0x000000000091a9f6
rtl.dump:
3 0x00000000800007fe (0x00007522) x10 0x28a87cbe1bf68d6a
```",Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00017,hang from slliw->sraw,"    80000696:        ffefc0e3                  blt        t6,t5,80000676 <i00000000b0>
    8000069a:        4fa9                        li        t6,10

000000008000069c <i00000000b5>:
    8000069c:        012b999b                  slliw        s3,s7,0x12

00000000800006a0 <i00000000b6>:
    800006a0:        419a5bbb                  sraw        s7,s4,s9

00000000800006a4 <i00000000b7>:
    800006a4:        0000100f                  fence.i",,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00016,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00015,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00014,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00013,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00012,value mismatch on ld,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00011,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00010,value mismatch on addi,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00009,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00008,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00007,value mismatch on sub,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00006,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00005,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00004,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00003,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00002,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00001,,,,Lavanya
aapg_iclass_rv64imafdc_ic_bringup_060720201593976556_00000,,,,Lavanya
